ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0xae9c ,JAPRES09DEL03 ,20,4.1,26.911378,75.789034,27.051378,75.929034,2022-03-27,1900-01-01 19:10:00,19:25:00,conditions Sunny,Jam ,0,Buffet ,motorcycle,0,No ,Metropolitian ,(min) 33
0x3b35 ,JAPRES09DEL02 ,33,4.6,26.911378,75.789034,26.991378,75.869034,2022-03-02,1900-01-01 20:25:00,20:35:00,conditions Sunny,Jam ,0,Drinks ,motorcycle,1,No ,Urban ,(min) 32
0x173f ,JAPRES09DEL02 ,25,4.8,26.911378,75.789034,26.961378,75.839034,2022-03-13,1900-01-01 23:30:00,23:35:00,conditions Sandstorms,Low ,1,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 14
0x3a11 ,JAPRES09DEL03 ,26,4.3,26.911378,75.789034,27.001378,75.879034,2022-03-23,1900-01-01 20:15:00,20:30:00,conditions Cloudy,Jam ,2,Meal ,scooter,1,No ,Metropolitian ,(min) 38
0xba48 ,JAPRES09DEL03 ,36,4.8,26.911378,75.789034,26.971378,75.849034,2022-03-30,1900-01-01 21:20:00,21:30:00,conditions Fog,Jam ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 29
0x1898 ,JAPRES09DEL02 ,39,4.5,26.911378,75.789034,26.931378,75.809034,2022-03-28,1900-01-01 10:35:00,10:45:00,conditions Sunny,Low ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 20
0x25dd ,JAPRES09DEL01 ,32,4.2,26.911378,75.789034,26.981378,75.859034,2022-03-29,1900-01-01 17:25:00,17:40:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 38
0x4ad5 ,JAPRES09DEL03 ,22,4.8,26.911378,75.789034,26.941378,75.819034,2022-03-03,1900-01-01 21:40:00,21:50:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle,0,No ,Metropolitian ,(min) 15
0xb37e ,JAPRES09DEL02 ,30,4.9,26.911378,75.789034,26.961378,75.839034,2022-03-24,1900-01-01 17:15:00,17:20:00,conditions Sunny,Medium ,2,Buffet ,scooter,0,No ,Metropolitian ,(min) 19
0x55c3 ,JAPRES09DEL01 ,39,4.8,26.911378,75.789034,27.021378,75.899034,2022-03-27,1900-01-01 23:55:00,00:05:00,conditions Sunny,Low ,1,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 19
0x9303 ,JAPRES09DEL01 ,29,4.7,26.911378,75.789034,26.981378,75.859034,2022-04-04,1900-01-01 23:30:00,23:45:00,conditions Windy,Low ,1,Drinks ,scooter,0,No ,Metropolitian ,(min) 16
0x2da0 ,JAPRES09DEL02 ,37,4.8,26.911378,75.789034,27.041378,75.919034,2022-03-27,1900-01-01 22:25:00,22:30:00,conditions Sandstorms,Low ,0,Buffet ,motorcycle,0,No ,Urban ,(min) 22
0x6cc8 ,JAPRES09DEL01 ,36,4.7,26.911378,75.789034,27.021378,75.899034,2022-03-31,1900-01-01 18:00:00,18:05:00,conditions Fog,Medium ,1,Snack ,motorcycle,1,No ,Metropolitian ,(min) 35
0x1044 ,JAPRES09DEL02 ,28,4.9,26.911378,75.789034,27.041378,75.919034,2022-04-02,1900-01-01 17:55:00,18:05:00,conditions Stormy,Medium ,1,Drinks ,scooter,1,No ,Metropolitian ,(min) 27
0x1361 ,JAPRES09DEL01 ,37,4,26.911378,75.789034,26.921378,75.799034,2022-03-11,1900-01-01 11:45:00,11:50:00,conditions Sandstorms,High ,1,Meal ,motorcycle,NaN ,No ,Urban ,(min) 31
0x9731 ,JAPRES09DEL02 ,32,4.7,26.911378,75.789034,27.041378,75.919034,2022-03-04,1900-01-01 17:50:00,18:00:00,conditions Sunny,Medium ,1,Meal ,scooter,1,No ,Metropolitian ,(min) 24
0x4dc4 ,JAPRES09DEL03 ,36,4.6,26.911378,75.789034,26.941378,75.819034,2022-03-07,1900-01-01 20:55:00,21:05:00,conditions Sandstorms,Jam ,1,Snack ,scooter,0,No ,Metropolitian ,(min) 30
0x3961 ,JAPRES09DEL03 ,32,4.1,26.911378,75.789034,26.971378,75.849034,2022-03-07,1900-01-01 17:35:00,17:50:00,conditions Sandstorms,Medium ,0,Drinks ,motorcycle,0,No ,Metropolitian ,(min) 38
0x5692 ,JAPRES09DEL03 ,37,4.7,26.911378,75.789034,26.941378,75.819034,2022-04-03,1900-01-01 21:25:00,21:30:00,conditions Sandstorms,Jam ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 33
0x1e24 ,JAPRES09DEL01 ,38,4.7,26.911378,75.789034,26.921378,75.799034,2022-04-01,1900-01-01 08:15:00,08:20:00,conditions Sunny,Low ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 25
0x8224 ,JAPRES09DEL02 ,38,4,26.911378,75.789034,26.991378,75.869034,2022-03-16,1900-01-01 18:20:00,18:25:00,conditions Cloudy,Medium ,1,Snack ,scooter,1,No ,Urban ,(min) 34
0x42bf ,JAPRES09DEL01 ,24,4.8,26.911378,75.789034,26.921378,75.799034,2022-04-03,1900-01-01 09:45:00,10:00:00,conditions Stormy,Low ,2,Buffet ,scooter,0,No ,Urban ,(min) 10
0xab89 ,JAPRES09DEL01 ,24,4.6,26.911378,75.789034,27.021378,75.899034,2022-03-08,1900-01-01 20:30:00,20:45:00,conditions Windy,Jam ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 38
0x7688 ,JAPRES09DEL02 ,24,4.7,26.911378,75.789034,26.931378,75.809034,2022-03-26,1900-01-01 09:20:00,09:25:00,conditions Cloudy,Low ,2,Buffet ,scooter,0,No ,Metropolitian ,(min) 13
0x16fa ,JAPRES09DEL01 ,26,4.6,26.911378,75.789034,27.021378,75.899034,2022-04-06,1900-01-01 17:30:00,17:45:00,conditions Stormy,Medium ,2,Buffet ,scooter,1,No ,Metropolitian ,(min) 26
0x1f45 ,JAPRES09DEL01 ,21,5,26.911378,75.789034,26.951378,75.829034,2022-03-03,1900-01-01 14:30:00,14:35:00,conditions Sandstorms,High ,0,Snack ,motorcycle,0,No ,Metropolitian ,(min) 17
0x55ef ,JAPRES09DEL02 ,30,4.9,26.911378,75.789034,26.931378,75.809034,2022-04-01,1900-01-01 11:20:00,11:25:00,conditions Windy,High ,0,Buffet ,motorcycle,3,No ,Metropolitian ,(min) 42
0xa792 ,JAPRES09DEL03 ,32,4.2,26.911378,75.789034,26.971378,75.849034,2022-03-17,1900-01-01 20:35:00,20:40:00,conditions Sandstorms,Jam ,0,Snack ,motorcycle,1,No ,Metropolitian ,(min) 38
0x1110 ,JAPRES09DEL01 ,39,4.4,26.911378,75.789034,27.021378,75.899034,2022-03-02,1900-01-01 19:20:00,19:25:00,conditions Stormy,Jam ,1,Meal ,scooter,1,No ,Metropolitian ,(min) 39
0x6e2a ,JAPRES09DEL01 ,24,4.9,26.911378,75.789034,27.021378,75.899034,2022-03-14,1900-01-01 20:20:00,20:30:00,conditions Stormy,Jam ,2,Meal ,scooter,1,No ,Metropolitian ,(min) 29
0x1876 ,JAPRES09DEL02 ,24,4.9,26.911378,75.789034,26.991378,75.869034,2022-04-04,1900-01-01 19:55:00,20:00:00,conditions Stormy,Jam ,2,Buffet ,scooter,1,No ,Metropolitian ,(min) 16
0x2e8c ,JAPRES09DEL03 ,22,4.7,26.911378,75.789034,27.001378,75.879034,2022-04-06,1900-01-01 22:00:00,22:15:00,conditions Sunny,Jam ,0,Meal ,motorcycle,0,No ,Urban ,(min) 18
0x8dae ,JAPRES09DEL02 ,38,4.8,26.911378,75.789034,26.931378,75.809034,2022-03-11,1900-01-01 08:45:00,08:50:00,conditions Sunny,Low ,1,Meal ,scooter,1,NaN ,Metropolitian ,(min) 13
0x5b03 ,JAPRES09DEL03 ,25,4.6,26.911378,75.789034,27.001378,75.879034,2022-03-08,1900-01-01 20:45:00,21:00:00,conditions Sunny,Jam ,0,Snack ,motorcycle,1,No ,Metropolitian ,(min) 26
0xdf0 ,JAPRES09DEL01 ,NaN ,NaN ,26.911378,75.789034,26.921378,75.799034,2022-03-01,1900-01-01 10:30:00,10:35:00,conditions Windy,Low ,1,Snack ,scooter,1,No ,Metropolitian ,(min) 24
0x515f ,JAPRES09DEL01 ,35,4.9,26.911378,75.789034,26.981378,75.859034,2022-03-02,1900-01-01 23:30:00,23:35:00,conditions Fog,Low ,2,Buffet ,scooter,1,No ,Urban ,(min) 28
0x3cda ,JAPRES09DEL02 ,25,4.5,26.911378,75.789034,26.961378,75.839034,2022-04-05,1900-01-01 18:10:00,18:25:00,conditions Fog,Medium ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 22
0x6d6 ,JAPRES09DEL02 ,29,4.3,26.911378,75.789034,27.041378,75.919034,2022-03-18,1900-01-01 21:50:00,22:05:00,conditions Windy,Jam ,0,Meal ,motorcycle,0,No ,Metropolitian ,(min) 35
0x3a97 ,JAPRES09DEL03 ,20,4.9,26.911378,75.789034,26.971378,75.849034,2022-03-21,1900-01-01 20:20:00,20:30:00,conditions Stormy,Jam ,2,Meal ,motorcycle,0,No ,Metropolitian ,(min) 14
0x7319 ,JAPRES09DEL01 ,28,4.8,26.911378,75.789034,26.921378,75.799034,2022-03-07,1900-01-01 09:20:00,09:25:00,conditions Cloudy,Low ,0,Snack ,motorcycle,0,No ,Urban ,(min) 24
0x7144 ,JAPRES09DEL03 ,38,4.8,26.911378,75.789034,27.001378,75.879034,2022-03-27,1900-01-01 19:10:00,19:15:00,conditions Cloudy,Jam ,1,Drinks ,motorcycle,2,No ,Metropolitian ,(min) 40
0x93f6 ,JAPRES09DEL03 ,22,4.6,26.911378,75.789034,26.941378,75.819034,2022-03-13,1900-01-01 23:50:00,00:00:00,conditions Windy,Low ,1,Snack ,motorcycle,0,No ,Urban ,(min) 11
0x6a6f ,JAPRES09DEL01 ,23,4.6,26.911378,75.789034,26.981378,75.859034,2022-03-27,1900-01-01 18:25:00,18:35:00,conditions Sunny,Medium ,0,Meal ,motorcycle,0,No ,Metropolitian ,(min) 22
0x2a80 ,JAPRES09DEL02 ,31,4.9,26.911378,75.789034,26.931378,75.809034,2022-03-21,1900-01-01 08:40:00,08:45:00,conditions Sunny,Low ,1,Drinks ,motorcycle,0,No ,Metropolitian ,(min) 12
0x9349 ,JAPRES09DEL02 ,21,4.9,26.911378,75.789034,26.991378,75.869034,2022-03-27,1900-01-01 18:35:00,18:40:00,conditions Windy,Medium ,1,Meal ,motorcycle,1,No ,Urban ,(min) 22
0x4fef ,JAPRES09DEL02 ,33,4.4,26.911378,75.789034,26.931378,75.809034,2022-03-30,1900-01-01 11:35:00,11:40:00,conditions Sandstorms,High ,0,Snack ,motorcycle,2,Yes ,Metropolitian ,(min) 46
0xb306 ,JAPRES09DEL01 ,29,4.8,26.911378,75.789034,26.981378,75.859034,2022-03-14,1900-01-01 20:10:00,20:15:00,conditions Stormy,Jam ,1,Drinks ,scooter,1,No ,Metropolitian ,(min) 15
0x9d54 ,JAPRES09DEL02 ,27,4.6,26.911378,75.789034,26.991378,75.869034,2022-03-23,1900-01-01 21:20:00,21:30:00,conditions Fog,Jam ,0,Snack ,motorcycle,2,No ,Urban ,(min) 37
0x4540 ,JAPRES09DEL02 ,39,4.2,26.911378,75.789034,26.991378,75.869034,2022-03-20,1900-01-01 22:20:00,22:30:00,conditions Fog,Low ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 42
0xba5f ,JAPRES09DEL03 ,31,4.2,26.911378,75.789034,27.051378,75.929034,2022-04-04,1900-01-01 19:20:00,19:30:00,conditions Sandstorms,Jam ,2,Meal ,scooter,1,No ,Metropolitian ,(min) 41
0x33d8 ,JAPRES09DEL02 ,37,4.6,26.911378,75.789034,26.961378,75.839034,2022-03-26,1900-01-01 22:30:00,22:40:00,conditions Cloudy,Low ,0,Meal ,motorcycle,1,No ,NaN ,(min) 23
0x7fb3 ,JAPRES09DEL01 ,22,4.8,26.911378,75.789034,26.951378,75.829034,2022-03-01,1900-01-01 12:20:00,12:30:00,conditions Stormy,High ,2,Snack ,scooter,0,No ,Metropolitian ,(min) 15
0x6eff ,JAPRES09DEL01 ,39,5,26.911378,75.789034,27.021378,75.899034,2022-03-18,1900-01-01 20:35:00,20:40:00,conditions Cloudy,Jam ,2,Meal ,scooter,2,No ,Metropolitian ,(min) 44
0xb9ce ,JAPRES09DEL03 ,23,4.8,26.911378,75.789034,26.941378,75.819034,2022-03-05,1900-01-01 23:40:00,23:45:00,conditions Fog,Low ,2,Drinks ,scooter,1,No ,Urban ,(min) 11
0x34de ,JAPRES09DEL01 ,24,4.8,26.911378,75.789034,26.951378,75.829034,2022-04-03,1900-01-01 15:45:00,16:00:00,conditions Cloudy,Medium ,0,Meal ,motorcycle,1,No ,Urban ,(min) 22
